Metabolite	Formula	Labeling	Ion Type	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S10141	S10142	S10143	S10144	S10145	S10146	S10147	S10148	S10149	S10150	S10151	S10152	S10153	S10154	S10155	S10156	S10157	S10158	S10159	S10160	S10161	S10162	SQ564_Blank_0	SQ564_Blank_1	SQ564_Blank_2	SQ564_Blank_3	SQ564_Blank_4	SQ564_Blank_5	SQ564_Blank_6	SQ564_Blank_7	SQ564_LQC_0	SQ564_LQC_1	SQ564_LQC_2	SQ564_LQC_3
TG 56:4; [M+NH4]+; TG(16:0/18:0/22:4)-13C,13C-0,18	C59H106O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.6	14.6	10.0	1.0	946.8932	946.8860	-7.6	SQ564_LQC_1	Yes	14.20	13.95	14.20	0.24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5154	34506	0	0
TG 56:4; [M+NH4]+; TG(18:0/18:1/20:3)-13C,13C-0,18	C59H106O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.7	14.7	10.0	1.0	946.8932	946.8860	-7.6	SQ564_LQC_1	Yes	14.20	13.95	14.20	0.24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5154	34506	0	0
TG 56:8; [M+NH4]+; TG(16:1/18:2/22:5)-13C,13C-0,18	C59H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.7	17.7	10.0	1.0	938.8306	938.8289	-1.8	S10148	Yes	17.50	17.50	17.71	0.21	17	0	0	41868	12219	40438	41019	60931	109368	0	13569	0	38038	33917	49047	31262	23264	18703	22878	25582	17248	10337	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 36:2; [M+HCOO]-; GPCho(18:0/18:2(2E,4E))"-13C,13C-0,18	C44H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	17.1	18.1	10.0	1.0	848.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:6; [M+NH4]+; TG(16:0/18:2/22:4)-13C,13C-0,18	C59H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.2	18.2	10.0	1.0	942.8619	942.8631	1.3	S10154	Yes	18.04	18.02	18.05	0.03	14	0	0	157772	101049	61617	54202	139632	148987	0	0	0	160271	146226	160648	110528	83526	22577	86626	71867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 40:7; [M+NH4]+; DG(18:1/22:6/0:0)-13C,13C-0,18	C43H70O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.4	18.4	10.0	1.0	702.6165	702.6169	0.5	S10142	Yes	18.00	17.67	18.16	0.49	26	647264	903644	572330	695360	394246	545035	386705	624101	505477	643997	461214	22374	12585	31972	27005	19775	19883	12425	14606	28572	30109	18210	0	0	0	4519	0	4543	0	4014	0	0	4702	0
TG 56:6; [M+NH4]+; TG(16:0/18:0/22:6)-13C,13C-0,18	C59H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.9	18.9	10.0	1.0	942.8619	942.8631	1.3	S10154	Yes	18.04	18.02	18.05	0.03	14	0	0	157772	101049	61617	54202	139632	148987	0	0	0	160271	146226	160648	110528	83526	22577	86626	71867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 49:1; [M+NH4]+; TG(16:0/16:0/17:1)-13C,13C-0,18	C52H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.6	2.6	10.0	1.0	854.8306	854.8342	4.3	S10154	Yes	1.62	1.62	2.52	0.91	9	0	0	0	0	0	0	0	0	0	2500	0	3029	0	16856	0	0	0	0	3006	0	0	0	0	0	2519	2802	0	0	2485	0	2294	0	2812	0
TG 62:14; [M+NH4]+; TG(18:2/22:6/22:6)-13C,13C-0,18	C65H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.9	2.9	10.0	1.0	1010.8306	1010.8222	-8.3	SQ564_Blank_1	Yes	2.86	2.60	2.86	0.26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2806	0	0	2484	0	0	0	0	0	0	0
PC 34:1; [M+HCOO]-; GPCho(16:0/18:1(11E))-13C,13C-0,18	C42H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	2.4	3.4	10.0	1.0	822.6364	822.6298	-8.0	S10162	Yes	3.00	3.00	3.00	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334	0	0	0	0	0	0	0	0	0	0	0	0
"PC 42:7; [M-Ac-H]-; GPCho(20:1(11E)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C50H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	2.6	3.6	10.0	1.0	936.6833	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 40:8; [M+NH4]+; DG(18:2/22:6/0:0)-13C,13C-0,18	C43H68O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.6	3.6	10.0	1.0	700.6009	700.5989	-2.8	S10150	Yes	3.10	3.03	3.10	0.07	2	0	0	2441	0	0	0	0	0	0	2742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
