Metabolite	Formula	Polarity (z)	Labeling	Ion Mode	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S04426	S04427	S04428	S04429	S04430	S04431	S04432	S04433	S04434	S04435	SQ319_B_0	SQ319_B_1	SQ319_B_2	SQ319_B_3	SQ319_B_4	SQ319_B_5
Adenylsuccinic acid-13C-0	C14H18N5O11P-13C-0	-	13C	ESI	14.5	16.5	10.0	0.2	462.0668	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-1	C14H18N5O11P-13C-1	-	13C	ESI	14.5	16.5	10.0	0.2	463.0701	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-2	C14H18N5O11P-13C-2	-	13C	ESI	14.5	16.5	10.0	0.2	464.0735	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-3	C14H18N5O11P-13C-3	-	13C	ESI	14.5	16.5	10.0	0.2	465.0768	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-4	C14H18N5O11P-13C-4	-	13C	ESI	14.5	16.5	10.0	0.2	466.0802	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-5	C14H18N5O11P-13C-5	-	13C	ESI	14.5	16.5	10.0	0.2	467.0835	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-6	C14H18N5O11P-13C-6	-	13C	ESI	14.5	16.5	10.0	0.2	468.0869	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-7	C14H18N5O11P-13C-7	-	13C	ESI	14.5	16.5	10.0	0.2	469.0903	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-8	C14H18N5O11P-13C-8	-	13C	ESI	14.5	16.5	10.0	0.2	470.0936	470.0936	-0.0	S04435	Yes	15.50	15.50	15.50	0.00	1	0	0	0	0	0	0	0	0	0	2196	0	0	0	0	0	0
Adenylsuccinic acid-13C-9	C14H18N5O11P-13C-9	-	13C	ESI	14.5	16.5	10.0	0.2	471.0970	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-10	C14H18N5O11P-13C-10	-	13C	ESI	14.5	16.5	10.0	0.2	472.1003	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-11	C14H18N5O11P-13C-11	-	13C	ESI	14.5	16.5	10.0	0.2	473.1037	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-12	C14H18N5O11P-13C-12	-	13C	ESI	14.5	16.5	10.0	0.2	474.1070	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-13	C14H18N5O11P-13C-13	-	13C	ESI	14.5	16.5	10.0	0.2	475.1104	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenylsuccinic acid-13C-14	C14H18N5O11P-13C-14	-	13C	ESI	14.5	16.5	10.0	0.2	476.1137	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-0	C14H20N6O5S-13C-0	-	13C	ESI	8.6	10.6	10.0	0.2	383.1143	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-1	C14H20N6O5S-13C-1	-	13C	ESI	8.6	10.6	10.0	0.2	384.1177	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-2	C14H20N6O5S-13C-2	-	13C	ESI	8.6	10.6	10.0	0.2	385.1210	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-3	C14H20N6O5S-13C-3	-	13C	ESI	8.6	10.6	10.0	0.2	386.1244	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-4	C14H20N6O5S-13C-4	-	13C	ESI	8.6	10.6	10.0	0.2	387.1277	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-5	C14H20N6O5S-13C-5	-	13C	ESI	8.6	10.6	10.0	0.2	388.1311	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-6	C14H20N6O5S-13C-6	-	13C	ESI	8.6	10.6	10.0	0.2	389.1344	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-7	C14H20N6O5S-13C-7	-	13C	ESI	8.6	10.6	10.0	0.2	390.1378	390.1417	10.0	SQ319_B_1	No	9.63	9.63	9.63	0.00	1	0	0	0	0	0	0	0	0	0	0	0	8176	0	0	0	0
S-Adenosylhomocysteine-13C-8	C14H20N6O5S-13C-8	-	13C	ESI	8.6	10.6	10.0	0.2	391.1412	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-9	C14H20N6O5S-13C-9	-	13C	ESI	8.6	10.6	10.0	0.2	392.1445	392.1460	3.8	S04426	No	9.49	9.49	9.49	0.00	1	8640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-10	C14H20N6O5S-13C-10	-	13C	ESI	8.6	10.6	10.0	0.2	393.1479	393.1477	-0.4	S04432	Yes	9.47	9.42	9.51	0.09	10	44768	35236	25131	22924	25242	40868	49679	35657	42922	45022	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-11	C14H20N6O5S-13C-11	-	13C	ESI	8.6	10.6	10.0	0.2	394.1512	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-12	C14H20N6O5S-13C-12	-	13C	ESI	8.6	10.6	10.0	0.2	395.1546	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-13	C14H20N6O5S-13C-13	-	13C	ESI	8.6	10.6	10.0	0.2	396.1579	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylhomocysteine-13C-14	C14H20N6O5S-13C-14	-	13C	ESI	8.6	10.6	10.0	0.2	397.1613	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylmethionine-13C-0	C15H22N6O5S-13C-0	+	13C	ESI	10.7	12.7	10.0	0.2	399.1445	399.1414	-7.8	S04435	No	12.36	12.27	12.40	0.13	8	7778	0	5195	1721	0	2511	11339	18410	19351	32373	0	0	0	0	0	0
S-Adenosylmethionine-13C-1	C15H22N6O5S-13C-1	+	13C	ESI	10.7	12.7	10.0	0.2	400.1479	400.1476	-0.7	S04435	No	12.36	12.33	12.37	0.04	3	0	0	0	0	1857	1670	0	0	0	9570	0	0	0	0	0	0
S-Adenosylmethionine-13C-2	C15H22N6O5S-13C-2	+	13C	ESI	10.7	12.7	10.0	0.2	401.1512	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylmethionine-13C-3	C15H22N6O5S-13C-3	+	13C	ESI	10.7	12.7	10.0	0.2	402.1546	402.1536	-2.4	S04435	No	12.36	12.35	12.36	0.01	2	0	0	0	1444	0	0	0	0	0	1815	0	0	0	0	0	0
S-Adenosylmethionine-13C-4	C15H22N6O5S-13C-4	+	13C	ESI	10.7	12.7	10.0	0.2	403.1579	403.1557	-5.5	S04433	No	12.34	12.27	12.40	0.13	8	2573	0	2374	0	1659	1447	6787	10814	2000	7152	0	0	0	0	0	0
S-Adenosylmethionine-13C-5	C15H22N6O5S-13C-5	+	13C	ESI	10.7	12.7	10.0	0.2	404.1613	404.1596	-4.2	S04435	Yes	12.36	12.27	12.40	0.13	12	80142	23082	64469	30989	55957	31058	65418	119469	94740	189802	2402	0	0	0	3267	0
S-Adenosylmethionine-13C-6	C15H22N6O5S-13C-6	+	13C	ESI	10.7	12.7	10.0	0.2	405.1646	405.1626	-5.0	S04435	No	12.36	12.27	12.40	0.13	13	65176	15880	75102	41058	63420	41824	103386	135900	68347	162235	0	0	5457	0	1821	1811
S-Adenosylmethionine-13C-7	C15H22N6O5S-13C-7	+	13C	ESI	10.7	12.7	10.0	0.2	406.1680	406.1646	-8.4	S04433	No	12.34	12.27	12.40	0.13	10	58347	7992	35733	30163	38813	22873	65433	92095	54481	81509	0	0	0	0	0	0
S-Adenosylmethionine-13C-8	C15H22N6O5S-13C-8	+	13C	ESI	10.7	12.7	10.0	0.2	407.1714	407.1682	-7.7	S04433	No	12.34	12.27	12.40	0.13	9	22421	6159	0	17726	0	16274	36706	75784	27340	41484	0	0	0	0	1725	0
S-Adenosylmethionine-13C-9	C15H22N6O5S-13C-9	+	13C	ESI	10.7	12.7	10.0	0.2	408.1747	408.1711	-8.8	S04433	No	12.34	12.27	12.40	0.13	11	11366	2345	9679	7980	10208	5195	25614	38273	9402	25823	0	0	0	0	1530	0
S-Adenosylmethionine-13C-10	C15H22N6O5S-13C-10	+	13C	ESI	10.7	12.7	10.0	0.2	409.1781	409.1779	-0.4	S04432	No	12.40	12.33	12.40	0.07	4	0	0	1894	0	1885	0	10104	0	0	2371	0	0	0	0	0	0
S-Adenosylmethionine-13C-11	C15H22N6O5S-13C-11	+	13C	ESI	10.7	12.7	10.0	0.2	410.1814	410.1778	-8.8	S04433	No	12.34	12.30	12.40	0.10	8	0	0	2007	2070	1805	1445	3289	6388	0	3356	0	0	0	1802	0	0
S-Adenosylmethionine-13C-12	C15H22N6O5S-13C-12	+	13C	ESI	10.7	12.7	10.0	0.2	411.1848	411.1840	-1.9	S04433	No	12.34	12.34	12.36	0.02	2	1808	0	0	0	0	0	0	6657	0	0	0	0	0	0	0	0
S-Adenosylmethionine-13C-13	C15H22N6O5S-13C-13	+	13C	ESI	10.7	12.7	10.0	0.2	412.1881	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S-Adenosylmethionine-13C-14	C15H22N6O5S-13C-14	+	13C	ESI	10.7	12.7	10.0	0.2	413.1915	413.1888	-6.5	SQ319_B_1	No	12.52	12.52	12.52	0.00	1	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0
S-Adenosylmethionine-13C-15	C15H22N6O5S-13C-15	+	13C	ESI	10.7	12.7	10.0	0.2	414.1948	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-0	C15H23N5O14P2-13C-0	-	13C	ESI	10.9	12.9	10.0	0.2	558.0644	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-1	C15H23N5O14P2-13C-1	-	13C	ESI	10.9	12.9	10.0	0.2	559.0678	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-2	C15H23N5O14P2-13C-2	-	13C	ESI	10.9	12.9	10.0	0.2	560.0711	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-3	C15H23N5O14P2-13C-3	-	13C	ESI	10.9	12.9	10.0	0.2	561.0745	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-4	C15H23N5O14P2-13C-4	-	13C	ESI	10.9	12.9	10.0	0.2	562.0778	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-5	C15H23N5O14P2-13C-5	-	13C	ESI	10.9	12.9	10.0	0.2	563.0812	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-6	C15H23N5O14P2-13C-6	-	13C	ESI	10.9	12.9	10.0	0.2	564.0845	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-7	C15H23N5O14P2-13C-7	-	13C	ESI	10.9	12.9	10.0	0.2	565.0879	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-8	C15H23N5O14P2-13C-8	-	13C	ESI	10.9	12.9	10.0	0.2	566.0912	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-9	C15H23N5O14P2-13C-9	-	13C	ESI	10.9	12.9	10.0	0.2	567.0946	567.0942	-0.7	S04435	Yes	11.55	11.55	11.55	0.00	1	0	0	0	0	0	0	0	0	0	5391	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-10	C15H23N5O14P2-13C-10	-	13C	ESI	10.9	12.9	10.0	0.2	568.0979	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-11	C15H23N5O14P2-13C-11	-	13C	ESI	10.9	12.9	10.0	0.2	569.1013	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-12	C15H23N5O14P2-13C-12	-	13C	ESI	10.9	12.9	10.0	0.2	570.1047	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-13	C15H23N5O14P2-13C-13	-	13C	ESI	10.9	12.9	10.0	0.2	571.1080	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-14	C15H23N5O14P2-13C-14	-	13C	ESI	10.9	12.9	10.0	0.2	572.1114	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosine diphosphate ribose-13C-15	C15H23N5O14P2-13C-15	-	13C	ESI	10.9	12.9	10.0	0.2	573.1147	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-0	C15H24N2O17P2-13C-0	-	13C	ESI	12.4	14.4	10.0	0.2	565.0477	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-1	C15H24N2O17P2-13C-1	-	13C	ESI	12.4	14.4	10.0	0.2	566.0511	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-2	C15H24N2O17P2-13C-2	-	13C	ESI	12.4	14.4	10.0	0.2	567.0545	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-3	C15H24N2O17P2-13C-3	-	13C	ESI	12.4	14.4	10.0	0.2	568.0578	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-4	C15H24N2O17P2-13C-4	-	13C	ESI	12.4	14.4	10.0	0.2	569.0612	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-5	C15H24N2O17P2-13C-5	-	13C	ESI	12.4	14.4	10.0	0.2	570.0645	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-6	C15H24N2O17P2-13C-6	-	13C	ESI	12.4	14.4	10.0	0.2	571.0679	571.0692	2.3	S04433	No	13.61	13.54	13.64	0.10	8	11405	2934	8062	0	3109	0	20870	23452	19517	21870	0	0	0	0	0	0
Uridine diphosphate glucose-13C-7	C15H24N2O17P2-13C-7	-	13C	ESI	12.4	14.4	10.0	0.2	572.0712	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate glucose-13C-8	C15H24N2O17P2-13C-8	-	13C	ESI	12.4	14.4	10.0	0.2	573.0746	573.0737	-1.5	S04435	No	13.63	13.63	13.63	0.00	1	0	0	0	0	0	0	0	0	0	2661	0	0	0	0	0	0
Uridine diphosphate glucose-13C-9	C15H24N2O17P2-13C-9	-	13C	ESI	12.4	14.4	10.0	0.2	574.0779	574.0806	4.6	S04432	No	13.57	13.57	13.64	0.08	3	2259	0	0	0	0	0	2953	0	0	2927	0	0	0	0	0	0
Uridine diphosphate glucose-13C-10	C15H24N2O17P2-13C-10	-	13C	ESI	12.4	14.4	10.0	0.2	575.0813	575.0814	0.2	S04428	No	13.55	13.54	13.64	0.10	10	16377	7323	23882	5353	5427	13513	21797	22481	20120	15642	0	0	0	0	0	0
Uridine diphosphate glucose-13C-11	C15H24N2O17P2-13C-11	-	13C	ESI	12.4	14.4	10.0	0.2	576.0846	576.0814	-5.6	S04433	Yes	13.61	13.54	13.64	0.10	10	177140	104972	155120	84846	100828	103791	158361	198654	101632	117313	0	0	0	0	0	0
Uridine diphosphate glucose-13C-12	C15H24N2O17P2-13C-12	-	13C	ESI	12.4	14.4	10.0	0.2	577.0880	577.0886	1.0	S04433	No	13.61	13.54	13.64	0.10	10	33879	21076	33118	20444	27055	29431	32885	38802	18808	27913	0	0	0	0	0	0
Uridine diphosphate glucose-13C-13	C15H24N2O17P2-13C-13	-	13C	ESI	12.4	14.4	10.0	0.2	578.0914	578.0898	-2.7	S04426	No	13.64	13.54	13.64	0.10	10	54841	33756	39737	28879	34183	30607	35583	52671	18824	32682	0	0	0	0	0	0
Uridine diphosphate glucose-13C-14	C15H24N2O17P2-13C-14	-	13C	ESI	12.4	14.4	10.0	0.2	579.0947	579.0944	-0.5	S04433	No	13.61	13.55	13.64	0.10	9	15595	18566	16919	13532	18552	12011	6147	23728	0	4941	0	0	0	0	0	0
Uridine diphosphate glucose-13C-15	C15H24N2O17P2-13C-15	-	13C	ESI	12.4	14.4	10.0	0.2	580.0981	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-0	C16H32O2-13C-0	-	13C	ESI	1.6	3.6	10.0	0.2	255.2330	255.2318	-4.5	S04433	Yes	2.80	2.76	2.84	0.07	16	843336	631841	897730	2554727	1723174	1002029	1430913	6562110	977263	852305	3191546	1821054	1298280	1566715	994083	1085784
Palmitic acid-13C-1	C16H32O2-13C-1	-	13C	ESI	1.6	3.6	10.0	0.2	256.2363	256.2348	-5.9	S04433	No	2.80	2.76	2.84	0.07	16	102020	97565	134601	270938	255665	127631	194917	555832	141367	114844	244503	179578	152701	204972	150021	148516
Palmitic acid-13C-2	C16H32O2-13C-2	-	13C	ESI	1.6	3.6	10.0	0.2	257.2397	257.2386	-4.1	SQ319_B_0	No	2.81	2.76	2.83	0.06	5	0	0	0	21552	0	0	0	0	28207	14659	35559	0	0	21059	0	0
Palmitic acid-13C-3	C16H32O2-13C-3	-	13C	ESI	1.6	3.6	10.0	0.2	258.2430	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-4	C16H32O2-13C-4	-	13C	ESI	1.6	3.6	10.0	0.2	259.2464	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-5	C16H32O2-13C-5	-	13C	ESI	1.6	3.6	10.0	0.2	260.2497	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-6	C16H32O2-13C-6	-	13C	ESI	1.6	3.6	10.0	0.2	261.2531	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-7	C16H32O2-13C-7	-	13C	ESI	1.6	3.6	10.0	0.2	262.2564	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-8	C16H32O2-13C-8	-	13C	ESI	1.6	3.6	10.0	0.2	263.2598	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-9	C16H32O2-13C-9	-	13C	ESI	1.6	3.6	10.0	0.2	264.2631	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-10	C16H32O2-13C-10	-	13C	ESI	1.6	3.6	10.0	0.2	265.2665	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-11	C16H32O2-13C-11	-	13C	ESI	1.6	3.6	10.0	0.2	266.2699	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-12	C16H32O2-13C-12	-	13C	ESI	1.6	3.6	10.0	0.2	267.2732	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-13	C16H32O2-13C-13	-	13C	ESI	1.6	3.6	10.0	0.2	268.2766	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-14	C16H32O2-13C-14	-	13C	ESI	1.6	3.6	10.0	0.2	269.2799	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-15	C16H32O2-13C-15	-	13C	ESI	1.6	3.6	10.0	0.2	270.2833	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palmitic acid-13C-16	C16H32O2-13C-16	-	13C	ESI	1.6	3.6	10.0	0.2	271.2866	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-0	C17H27N3O17P2-13C-0	+	13C	ESI	11.2	13.2	10.0	0.2	608.0888	608.0845	-7.1	SQ319_B_2	No	12.25	12.25	12.25	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	1361	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-1	C17H27N3O17P2-13C-1	+	13C	ESI	11.2	13.2	10.0	0.2	609.0922	609.0934	2.0	SQ319_B_1	No	12.16	12.16	12.16	0.00	1	0	0	0	0	0	0	0	0	0	0	0	1588	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-2	C17H27N3O17P2-13C-2	+	13C	ESI	11.2	13.2	10.0	0.2	610.0956	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-3	C17H27N3O17P2-13C-3	+	13C	ESI	11.2	13.2	10.0	0.2	611.0989	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-4	C17H27N3O17P2-13C-4	+	13C	ESI	11.2	13.2	10.0	0.2	612.1023	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-5	C17H27N3O17P2-13C-5	+	13C	ESI	11.2	13.2	10.0	0.2	613.1056	613.1028	-4.6	S04432	No	12.40	12.38	12.43	0.05	5	0	1619	0	1899	0	0	3335	0	2230	1727	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-6	C17H27N3O17P2-13C-6	+	13C	ESI	11.2	13.2	10.0	0.2	614.1090	614.1085	-0.8	S04432	No	12.40	12.40	12.43	0.03	3	0	1593	0	0	0	0	7333	0	0	2775	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-7	C17H27N3O17P2-13C-7	+	13C	ESI	11.2	13.2	10.0	0.2	615.1123	615.1128	0.8	S04434	No	12.38	12.38	12.43	0.05	4	0	0	0	1474	0	0	2204	1529	2380	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-8	C17H27N3O17P2-13C-8	+	13C	ESI	11.2	13.2	10.0	0.2	616.1157	616.1155	-0.3	S04432	No	12.40	12.36	12.43	0.07	6	2966	5444	2719	0	0	0	15194	14692	7255	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-9	C17H27N3O17P2-13C-9	+	13C	ESI	11.2	13.2	10.0	0.2	617.1190	617.1175	-2.5	S04432	No	12.40	12.40	12.40	0.00	1	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-10	C17H27N3O17P2-13C-10	+	13C	ESI	11.2	13.2	10.0	0.2	618.1224	618.1185	-6.3	S04433	No	12.43	12.40	12.43	0.03	3	0	0	0	0	0	0	2038	2387	0	1783	0	0	0	0	0	0
Uridine diphosphate-N-acetylglucosamine-13C-11	C17H27N3O17P2-13C-11	+	13C	ESI	11.2	13.2	10.0	0.2	619.1258	619.1246	-1.9	S04433	No	12.43	12.35	12.43	0.09	8	8141	0	6639	0	5883	5863	15719	15776	10142	10413	0	0	0	0	0	0
